cited_person_clean,wikidata_id,wikidata_label,cited_gender
Marcel Thuliez,,,unknown
Auguste Brunet,Q2871093,Auguste Brunet,male
Marcel Faydel,,,unknown
Adrien Durand,Q2825162,Adrien Durand,male
Guy Galvier,Q118998140,Guy Galvier,male
Joseph Lebreton,Q130486134,Joseph Lebreton,male
Michel Verger,Q65605216,Michel Verger,male
Georges Carbonnel,Q121126073,Georges Carbonnell,male
Claude Blondeau,Q2958564,Claude Blondeau,male
Robert Morillon,Q3435965,Robert Morillon,male
Alfred Gigoux,,,unknown
Jean Leblanc,Q137540300,Jean Leblanc,unknown
Marcel Le Bihan,Q3289106,Marcel Le Bihan,male
Michel Boutonnet,,,unknown
Pierre Deiber,,,unknown
Andre Picquot,Q19629763,André Picquot,male
Christian Grosgeorge,,,unknown
Rene Vigneron,Q135654661,René Vigneron de La Jousselandière,unknown
Joseph Lecuyer,Q85773932,Joseph Lécuyer,male
Maurice Courtin,,,unknown
Maurice Demange,Q59466939,Maurice Demange,male
Jean Walgenwitz,,,unknown
Jean-Jacques Bertrand,Q3166184,Jean-Jacques Bertrand,male
Cesar Depietri,Q18744707,César Depietri,male
Paul Souffrin,Q1634402,Paul Souffrin,male
Sylvie De Selancy,,,unknown
Robert Pax,Q7348789,Robert Paxton,male
Bernard Diss,Q2897444,Bernard Antoine Diss,male
Andre Maisseu,,,unknown
Gerard Grimond,,,unknown
Bernard Gorrissen,,,unknown
Albert De Bosschere,Q37934319,Albert de Bosschère,male
Robert Leblond,Q109886811,Robert LeBlond,male
Leo Lagrange,Q3270494,Léo Lagrange,male
Albert Mullie,,,unknown
Jacques Coru,,,unknown
Josee Carcano,,,unknown
Andre Berteloot,Q46151961,André Berteloot,male
Jacques Handouche,,,unknown
Andre Neuville,,,unknown
Charles De Clermont-Tonnerre,Q113622644,"Charles de Clermont-Tonnerre, comte de Thoury",male
Marc Mercier,Q62626591,Marc Mercier,male
Henri Lefebvre,Q162597,Henri Lefebvre,male
Roger Lehue,,,unknown
Olivier Marliere,Q3351189,Olivier Marlière,male
Charles Naveau,Q2959891,Charles Naveau,male
Jean-Claude Fontenelle,,,unknown
Rene Quentier,Q3426788,René Quentier,male
Pierre Bracque,Q43375277,Pierre Bracquemond,male
Francois Benard,Q48346053,François Bénard,male
Michel Commelin,Q16664281,Michel Commelin,male
Daniel Miette,Q65593210,Daniel Miette,male
Serge Caillouet,,,unknown
Henri Ledieu,,,unknown
Louis Stienne,Q18615684,Louis Stienne,male
Hubert Dupont-Fauville,Q3141994,Hubert Dupont-Fauville,male
Denise Lesieux,,,unknown
Augustin Lescouf,,,unknown
Jean Grolier,Q720401,Jean Grolier de Servières,male
Jean Nicolas,Q533283,Jean Nicolas,male
Paul Boyrie,Q63569906,Paul Boyrie,male
Rene Jeanvoine,,,unknown
Wahlt Leissner,,,unknown
Remy Huber,Q28233055,Rémy Huberdeau,transgender female
Gilbert Hugel,,,unknown
Gerard Lehn,Q19344571,Gérard Lehn,male
Albert Klein,Q2638296,Albert Klein,male
Jean-Paul Wantz,,,unknown
Paul Kanitzer,Q95285349,Paul Kanitzer,male
Roger Winterhalter,Q41984521,Roger Winterhalter,male
Maurice Haffner,,,unknown
Francois Priolet,,,unknown
Edouard Charret,Q17350499,Édouard Charret,male
Paul Bally,,,unknown
Etienne Gagnaire,Q16235254,Étienne Gagnaire,male
Jean Brudon,Q20894449,Jean Brudon,male
Louis Gireau,,,unknown
Andre Soulier,Q16526922,André Soulier,male
Xavier Hamelin,Q17350639,Xavier Hamelin,male
Jean Morel,Q3173599,Jean Morel,male
Michel Federspiel,Q110793036,Michel Federspiel,male
Romain Buffet,Q2154922,Romain Buffet,male
Guy Emorine,,,unknown
Georges Rebillard,,,unknown
Andre Camus,,,unknown
Jean-Claude Plat,Q91791975,Jean-Claude Platel,male
Jacques Chaumont,Q3158522,Jacques Chaumont,male
Jean Delachenal,Q3171625,Jean Delachenal,male
Andre Genot,Q2747016,André Genot,male
Paul Servettaz,,,unknown
Pierre-Charles Krieg,Q3382922,Pierre-Charles Krieg,male
Waldeck Rochet,Q3565308,Waldeck Rochet,male
Paul Malaguti,Q19956521,Paul Malaguti,male
Andre Morice,Q2848330,André Morice,male
Andre Fosset,Q2847763,André Fosset,male
Cecile Goldet,Q3009743,Cécile Goldet,female
Jean Bourdier,Q3170919,Jean Bourdier,male
Philippe Tollu,,,unknown
Monsieur Couve De Murville,,,unknown
Henri Goblot,Q55628318,Henri Goblot,male
Guy Gennesseaux,Q96437987,Guy Gennesseaux,male
Pierre Bion,,,unknown
Gerard Chavagnac,,,unknown
G. Lhemann,,,unknown
Jacques Meyer,Q3159561,Jacques Meyer,male
Roland Wlos,Q101541842,Roland Wlos,male
Alain Petit,Q5650767,Alain Petit,male
Andre Planchet,,,unknown
Bernard Tieles,,,unknown
P. De Benouville,,,unknown
Gisele Alata,,,unknown
Pierre Cot,Q2274693,Pierre Cot,male
Andre Voguet,Q26269717,André Voguet,male
Pierre Barrucand,Q65565209,Pierre Barrucand,male
Hubert Germain,Q3142009,Hubert Germain,male
Claudius Petit,,,unknown
Jacques Maillot,Q3159463,Jacques Maillot,male
Francis Raffenel,,,unknown
Jacques Trorial,Q3160103,Jacques Trorial,male
Jean-Pierre Laurent,Q102553181,Jean-Pierre Laurent,male
Guy-Victor Labat,,,unknown
Jean Gajer,,,unknown
Daniel Mayer,Q316753,Daniel Mayer,male
. Le Tac,,,unknown
Andree Martin,Q61342561,Andrée Martin,unknown
Jean Bernasconi,Q3170722,Jean Bernasconi,male
Pierre Mattei,Q123369160,Pierre Mattei,male
Pierre Ruais,Q3386887,Pierre Ruais,male
Roland Carter,Q3439985,Roland Carter,male
Albert Marcenet,Q2831380,Albert Marcenet,male
Claude Boutet,Q111343001,Claude Boutet,unknown
Gerard Vittet,,,unknown
Docteur Georges,,,unknown
Christian Lerick,,,unknown
Maurice Seveno,Q3301434,Maurice Séveno,male
Andre Lhomme,Q124639564,André Daniel,male
Victor Prudhomme,,,unknown
Louis Pauwels,Q2268627,Louis Pauwels,male
Jacques Martin,Q741712,Jacques Martin,male
Jean Colpin,Q15041250,Jean Colpin,male
Gerard Godon,Q19629712,Gérard Godon,male
Pierre Petit,Q55070601,Pierre Petit,male
Maurice Vast,Q16663837,Maurice Vast,male
Pierre Claisse,Q23948043,Pierre Claisse,male
Jules Ferry,Q959708,Jules Ferry,male
Mendes France,Q314265,Pierre Mendès France,male
Alfred Leclercq,,,unknown
Pierre Nespoulous,,,unknown
Jean-Paul Nunzi,Q3168630,Jean-Paul Nunzi,male
Jean-Jacques Perron,Q3166380,Jean-Jacques Perron,male
Pascal Arrighi,Q3367254,Pascal Arrighi,male
Fernand Lombard,,,unknown
Jean-Jacques Viguie,Q33103056,Jean-Jacques Viguié,male
Paul Petit,Q109568790,Paul Petit,male
Pierre Noel,Q135274461,Pierre Noël,male
Michel Boscher,Q3309057,Michel Boscher,male
Bernard Bertry,Q42303941,Bernard Bertry,male
Genevieve Rodriguez,,,unknown
Bernard Biassette,,,unknown
Pierre Simonian,,,unknown
Jean Demarcy,,,unknown
Fernand Belino,,,unknown
Raymond Edeline,,,unknown
J. Chonavel,,,unknown
Marcel Debarge,Q3288851,Marcel Debarge,male
R. Ballanger,,,unknown
Herve Revel,Q710312,Hervé Revelli,male
Marie-Therese Goutmann,Q3292260,Marie-Thérèse Goutmann,female
Eliane Lavelle,,,unknown
Antoine Lacroix,Q19358514,Antoine Lacroix,male
Gaston Viens,Q3099182,Gaston Viens,male
Henri Jannes,,,unknown
Julien Duranton,Q76885899,Julien Duranton,male
Joachim Lebot,Q122452012,Joachim Lebot,male
Georges Broyer,,,unknown
Jean-Yves Cousteau,,,unknown
Jacques Braconnier,Q3158385,Jacques Braconnier,male
Claude Beaufort,Q62118539,Claude Beaufort Moss,male
Henri Duflot,Q19360867,Henri Duflot,male
Raymond Mahoudeaux,,,unknown
Ere Mademoiselle,,,unknown
Edmond Maupoil,Q131333910,Edmond Maupoil,male
Gerard Bertucat,,,unknown
Louis Lequette,Q107552197,Louis Lequette,male
Georges Alliaud,Q99690140,Georges Alliaud,male
Gaston Julian,Q16855232,Gaston Julian,male
Francine Isoart,,,unknown
Francis Giordan,,,unknown
Michel Bodin,Q3309033,Michel Bodin,male
Georges Vassallo,Q3103596,Georges Vassalo,male
Georges Chagounoff,,,unknown
Bernard Pinet,Q2898434,Bernard Pinet,male
Rene Vidal,Q3426977,René Vidal,male
Hilaire Flandre,Q3135521,Hilaire Flandre,male
Alain Leger,Q18744818,Alain Léger,male
Charles Vechin,,,unknown
Arlette Boilot,,,unknown
Louis Costes,Q109607430,Louis Costes,male
Marie-Jeanne Rivera,,,unknown
Andre Illac,,,unknown
Robert Azam,,,unknown
Henri Jaudon,,,unknown
Gilbert Rastoin,Q55470598,Gilbert Rastoin,male
Jeanne Lamia,,,unknown
Jean Canavesio,Q3107123,Giovanni Canavesio,male
Jeanine Porte,Q16798534,Jeanine Porte,female
Louis-Marie Savornin,,,unknown
Monique Domergue,Q117815557,Monique Defnoun,female
Gilbert Hurel,,,unknown
Clement Besombes,Q12948533,Clément Besombes,male
Louis Ferrand,Q113806472,Louis Ferrand,male
Edmond Leberthon,,,unknown
Denise Laidet,,,unknown
Lucette Lacouture,,,unknown
Jean Harel,Q65584921,Jean Harel,male
Emile Gaudin,Q2976847,Claude-Émile Gaudin,male
Yvette Remontet,,,unknown
Paul Rousset,Q3898143,Paul Rousset,male
Rene Dubreuil,Q16262750,René Dubreuil,male
Pierre Pranchere,Q3386680,Pierre Pranchère,male
Marie-Louise Yanelli,,,unknown
Michel Volatier,,,unknown
Henri Quinquenel,,,unknown
Jean Rustuel,,,unknown
Michel Manet,Q3310273,Michel Manet,male
Jean-Pierre Vaubal,,,unknown
President De La Repu- Blique,,,unknown
Giscard Barre Chirac,,,unknown
Jean-Claude Lecureur,,,unknown
Sylvie Le Roux,Q16267154,Sylvie Mayer,female
President Valery Giscard D'Estaing,,,unknown
Alain David,Q4705643,Alain David,male
Job Tanguy,,,unknown
Paul-Antoine Luciani,,,unknown
Jean-Francois Orso,,,unknown
Antoine Castelnau,Q59236439,Antoine Castelnau,male
Gilbert Baumet,Q1523929,Gilbert Baumet,male
Francois Gilles,Q104177604,François Gilles de La Tourette,male
Georges Malet,,,unknown
R. Trigaux,,,unknown
Christian Garcia-Cavalie,,,unknown
Jean-Francois Bruna-Rosso,,,unknown
Michel Ghirardi,,,unknown
Jacques Colombier,Q3158560,Jacques Colombier,male
Michel Broqua,,,unknown
Francois Korber,,,unknown
Jean Le Cann,Q81266132,Jean Le Cannellier,male
Claude Broy,,,unknown
Max Vega-Ritter,,,unknown
Valery Giscard D'Estaing President De La Republique,,,unknown
Jacques Faucheux,Q27910282,Jacques Faucheux,male
Fonds Cevipof,,,unknown
Claude Fournier,Q2977391,Claude Fournier,male
Amedee Renault,Q2844703,Amédée Renault,male
Simone Clerouin,,,unknown
Serge Petit,Q65595931,Serge Petit,male
Jean-Paul Moreau,,,unknown
Odile Sicard,Q3349255,Odile Sicard,female
Martine Lehideux,Q3295795,Martine Lehideux,female
Bernard Montergnole,Q2898351,Bernard Montergnole,male
Jean-Charles Simiand,,,unknown
Georges Maugiron,,,unknown
Rene Chauvin,Q16025437,René Chauvin,male
Daniel Maron,Q102411506,Daniel Maroncelli,male
Jean-Pierre Santa Cruz,Q3169743,Jean-Pierre Santa Cruz,male
Maurice Faivre-Picon,,,unknown
Robert Moreau,Q109813073,Robert Moreau,male
Lucien Neuwirth,Q3265654,Lucien Neuwirth,male
Claude Poperen,Q2977989,Claude Poperen,male
Jean-Claude Ferre,,,unknown
Eva Gendrault,,,unknown
Georges Pons,Q116665301,Georges Pons,male
Marie-Anne Bourrigaud,,,unknown
Claude Emonet,,,unknown
Louis Salle,Q3263088,Louis Sallé,male
Chantal Brunel,Q2956266,Chantal Brunel,female
Pierre Bonnin,,,unknown
Jean-Marie Gaillard,,,unknown
Eliane Peter,,,unknown
Jacques Asseray,,,unknown
Jean-Paul Baron,Q1163891,Frédérick Tristan,male
Jean-Paul Plassard,,,unknown
Jean Denis,Q6170527,Jean Denis,male
Patrick Martin,Q102397397,Patrick Martin,male
Jacques Desponts,,,unknown
Didier Anger,Q3026898,Didier Anger,male
Jean Vaur,Q59258729,Jean Vaury,male
Gerard Mothe,Q33137718,Gérard Mothe,male
Jacques Perrein,,,unknown
Jean-Marc Simon,Q19629254,Jean-Marc Simon,male
Jacques Poirier,Q3159786,Jacques Poirier,male
Roger Lestas,Q3439207,Roger Lestas,male
Yvon Tondon,Q3574162,Yvon Tondon,male
Paul Chapel,Q3370845,Paul Chapel,male
Joseph Briend,,,unknown
Notre Depute Sortant,,,unknown
Joseph Guenanten,,,unknown
Roger Cosperec,,,unknown
Louis Le Guern,Q106571429,Louis Le Guern,male
Eric Bousch,,,unknown
Andre Perinaud,,,unknown
Jean Pierens,,,unknown
Bruno Chauvierre,Q2926688,Bruno Chauvierre,male
Michel Douliez,,,unknown
Bernard Prevot,Q15967076,Bernard Prévot,male
Maxime Carlier,,,unknown
Jean-Claude Droupsy,,,unknown
Jean-Pierre Marescaux,,,unknown
Stephane Dermaux,Q3501724,Stéphane Dermaux,male
Pierre Demessine,,,unknown
Michel Nicolet,Q108740846,Michel Nicolet,male
Jean-Jacques Peyraud,Q63106739,Jean-Jacques Peyraud,male
Georges Pettenati,,,unknown
Marie-Jeanne Gros,,,unknown
Bernard Peltier,Q65595592,Bernard Peltier,male
Claude Debruycker,,,unknown
Arthur Andre,Q725395,Tab Hunter,male
Michel Lemaire,Q108828944,Michel Lemaire,male
Philippe Marini,Q3246602,Philippe Marini,male
Bernard Bourdier,,,unknown
Jenny Corbeau,,,unknown
Gerard Muys,Q108067434,Gerard Muyser,male
Christiane Blaringhem,,,unknown
Jean Saint-Andre,Q117089915,Jean Saint-André,male
Jules Gravure,,,unknown
Roger Beauvois,Q133451242,,unknown
Otello Troni,,,unknown
Jean-Rene Le Reste,,,unknown
Marie-Serge Galesne,,,unknown
Robert Couvaud,,,unknown
Marcel Astruc,Q94577573,Marcel Astruc,male
Paul Philippe,Q674082,Paul Philippe Cret,male
Pierre Letamendia,Q59530829,Pierre Letamendia,male
Bernard Marie,Q2898296,Bernard Marie,male
Gilbert Vidal,Q33112348,Gilbert Vidal,male
Lucien Ganter,,,unknown
Michel Dontenwill,,,unknown
Norbert Schmitt,Q1997183,Norbert Schmitt,male
Bernard Wemaere,Q97013651,Bernard Wemaere,male
Constant Goerg,,,unknown
Jean-Marie Keltz,,,unknown
Pierre Brand,Q3384177,Pierre Branda,male
Laurent Horter,,,unknown
Bernard Reimeringer,,,unknown
Jean-Paul Bonnet,Q102337774,Jean-Paul Bonnet,male
Andre Vianes,,,unknown
Paul Vincent,Q1572714,Paul Vincent,male
Dominique Saint-Pierre,Q3035447,Dominique Saint-Pierre,male
J. Delors,,,unknown
Charles Brechard,,,unknown
Jean-Paul Gasquet,Q65582809,Jean-Paul Gasquet,male
Michel Durand,Q113610664,Michel Durand,male
Michel Charbonnier,,,unknown
Jean-Marie Mick,,,unknown
Roland Cohen,Q33102039,Roland Cohen,male
Vincent Guittard,,,unknown
Jean Hertz,Q89084660,Jean R Hertzberg,female
Hubert Guerrin,,,unknown
Daniel Cautel,,,unknown
Jean-Claude Laude,,,unknown
Paul Guilmet,,,unknown
Jean-Claude Benoit,,,unknown
Michele Jezequel,,,unknown
Jacques Rollin,Q28528123,Jacques Rollin,male
Dominique Godineau,Q3035195,Dominique Godineau,female
Claude Courant,,,unknown
Jacques Bayon,Q65565751,Jacques Bayona,male
Michel Pelege,Q33102427,Michel Pelège,male
Roger Gauvrit,Q106565042,Roger Gauvrit,male
Nicole Borvo,Q3341010,Nicole Borvo Cohen-Seat,female
Claude Pigement,,,unknown
Guy Flesselles,,,unknown
Marguerite Mercade-Pilliet,,,unknown
Alfred Coste-Floret,Q2835031,Alfred Coste-Floret,male
Jean-Louis Faure,Q113798784,Jean-Louis Faure,male
Myriam Baeckeroot,Q69876267,Myriam Baeckeroot,female
Chantal Perez,,,unknown
Serge Balassi,,,unknown
Colette Kahn,,,unknown
Michel Blaiset,,,unknown
Jean Marie Panier,,,unknown
Rene Youinou,Q115925931,René Youinou,male
Roger Provost,Q63045729,Roger Provost,male
Marie-Michelle Bataille,,,unknown
Pierre Lebœuf,Q111342854,Pierre Leboeuf,unknown
Alain Bournazel,Q2829611,Alain Bournazel,male
Robert Heraud,Q16026839,Robert Héraud,male
Robert Jourdain,Q112449965,Robert Jourdain,male
Marc Valery,,,unknown
Alain Bron,Q57571450,Alain Bron,male
Guy Alasseur,,,unknown
Germain Senac,,,unknown
Andre Nicolas,Q133294603,André Nicolas,male
Alain Vrignaud,,,unknown
Jose Faure,,,unknown
Daniel Thomas,Q57076714,Daniel Thomas,male
Pierre Lineatte,,,unknown
Gilbert Espenon,,,unknown
Alain Seigle,,,unknown
Daniel Coutant,Q65575444,Daniel Coutant,male
Jean-Jacques Pensec,,,unknown
Jacqueline Jallais,,,unknown
Regis Roquetaniere,,,unknown
Jean Gabette,,,unknown
Claude Andrieu,Q116995099,Claude Andrieux,male
Marcel Mocoeur,Q3289235,Marcel Mocœur,male
Christian Staphe,,,unknown
Alain Jacquot,Q23948040,Alain Jacquot,male
M. Soisson,,,unknown
Calliope Beaud,,,unknown
Jean Francois,Q148458,Jean-François Millet,male
Michel Conte,Q109812733,Michel Conte,male
Andre Bussery,,,unknown
Alain Forget,Q102415534,Alain Forget,male
Roger Tagand,,,unknown
Georges Dortet,,,unknown
Michelle Verge,,,unknown
Jean-Claude Emorine,,,unknown
Lucien Duverger,,,unknown
Max Catrin,,,unknown
Mme D'Harcourt,,,unknown
Alain Berendes,,,unknown
Henri Neuville,Q85357803,Henri Neuville,male
Denise Morhange,,,unknown
Bernard Pibouin,,,unknown
Jean-Marie Richier,Q48756376,Jean-Marie Richier,male
Jean Fonteneau,Q3172053,Jean Fonteneau,male
James Marson,Q3161257,James Marson,male
Jean-Paul Maitrias,Q41948770,Jean-Paul Maitrias,male
Daniel Pipard,Q28072653,Daniel Pipard,male
Pierre Billard,Q3384002,Pierre Billard,male
Claude Briard,,,unknown
Roland Gatel,,,unknown
Jean Mace,Q3173305,Jean Macé,male
Marie-Helene Carpentier,,,unknown
Roger Gaudon,Q3439007,Roger Gaudon,male
Annie Brunet,Q63763215,Annie Brunet,female
Claude Roland,Q49689662,Claude Roland,male
Pierre-Yves Lecharny,,,unknown
Bernard Groult,,,unknown
Simone Vidal,Q110036590,Simone Vidal,female
Victor Sable,Q3557559,Victor Sablé,male
Auguste Legros,Q2871284,Auguste Legros,male
Pierre Lagourgue,Q3385733,Pierre Lagourgue,male
Jean Chabert,Q115572223,Jean Chabert,male
Pierrette Curtil,,,unknown
Felix Delbet,,,unknown
Rene Migeon,,,unknown
Francois Laplanche,Q30727451,François Laplanche,male
Yvon Grinda,,,unknown
Jean-Louis Chirouze,,,unknown
Jean-Francois Michel,Q2301899,Jean-François Michel,male
Robert Charra,,,unknown
Paul Eluard,Q152176,Paul Éluard,male
Jean Laille,,,unknown
Pierre Rahon,,,unknown
Jean Rigal,Q1435840,Jean Rigal,male
Andre Delannes,,,unknown
Jean-Louis Fouque,Q65581931,Jean-Louis Fouqueray,male
Firmin Bedoussac,Q3072867,Firmin Bédoussac,male
Bernard Villette,Q2898724,Bernard Villette,male
Pre- Sident,,,unknown
Bernard Gourdon,,,unknown
Francois Scheid,,,unknown
Jean Combasteil,Q3171394,Jean Combasteil,male
Jac- Ques Chirac,,,unknown
Daniel Freitag,Q52889143,Daniel Freitag,male
Jean Derian,Q3171907,Jean Dérian,male
Yvon Le Moigne,Q65588285,Yvon Le Moigne,male
Rene Magnanou,,,unknown
Huguette Bouchar- Deau,,,unknown
Auguste Vernerey,,,unknown
Joseph Parrenin,Q377127,Joseph Parrenin,male
Martial Langlais,,,unknown
Monique Pelletier,Q1944831,Monique Pelletier,female
Marcel Richard,Q6756199,Marcel Richard,male
Renaick Roche,,,unknown
Pierre Le Floch,Q62078062,Pierre Le Floch,male
Alain Le Bec,,,unknown
Jean Carriere,Q323553,Jean Carrière,male
Louis Lareng,Q3262440,Louis Lareng,male
Marcel Join,Q18744788,Marcel Join,male
Gerard Castagnera,Q3123820,Gérard Castagnéra,male
Jean-Claude Bireau,Q3164845,Jean-Claude Bireau,male
Bernard Nadal,Q4893462,Bernard N. Baker,male
Jean-Pierre Vignau,Q86845011,Jean-Pierre Vignau,male
Rene Verdeil,,,unknown
Robert Desnos,Q170095,Robert Desnos,male
Arlette Bosch,,,unknown
Jean-Michel Testu,Q3168155,Jean-Michel Testu,male
Yves Maveyraud,,,unknown
Jean Meynier,Q117834272,Jean Meynier,male
Joseph Sanguedolce,Q3185615,Joseph Sanguedolce,male
Pierre Cueille,,,unknown
Patrick Pellen,Q17409182,Patrick Pellen,male
Jacques Gautier,Q3158984,Jacques Gautier,male
Frederic Cuillerier,Q65575776,Frédéric Cuillerier,male
Jack Proult,,,unknown
Gerard Machet,Q1823088,Gérard Machet,male
Francois Letzgus,,,unknown
Annette Chepy-Leger,Q2851494,Annette Chépy-Léger,female
Roland Moine,,,unknown
Rene Mangin,Q3426591,René Mangin,male
Jean-Yves Le Drian,Q559040,Jean-Yves Le Drian,male
Herve Piriou,,,unknown
Roland Duclos,,,unknown
Jean Pollet,Q11723706,Jean Pollet,male
Monique Loosen,,,unknown
Jean-Claude Rameaux,,,unknown
Christian Odoux,,,unknown
Jacques Michon,Q109810672,Jacques Michon,male
Jacques Capelle,Q65571232,Jacques Capelle,male
Didier Talleux,,,unknown
Andre Flajolet,Q2847758,André Flajolet,male
Jean-Mary Valambois,,,unknown
Jacqueline Poly,,,unknown
Maurice Chevalier,Q106001,Maurice Chevalier,male
Pierre Darchicourt,Q21481731,Pierre Darchicourt,male
Gerard Boche,Q3123772,Gérard Boche,male
Leon Costedoat,,,unknown
Jean Burgaud,,,unknown
Pierre Foyer,,,unknown
Louis Caseilles,Q65571648,Louis Caseilles,male
Francois Benedetti,Q62615896,François Benedetti,male
Andre Fougerousse,,,unknown
Jean Dock,Q1370315,Jean Dockx,male
Bernard Winisdoerffer,,,unknown
Alphonse Kienzler,Q94689140,Alphonse Kienzler,male
Simone Andre,Q17580003,Simone Andreetta,male
Roger Tissot,Q132235970,Roger Tissot,male
Michel Vigneron,Q133451122,,male
Francois Jacob,Q218311,François Jacob,male
Michel Bertin,Q137538463,Michel Bertin,unknown
Jean Darrot,,,unknown
Gabriel Viard,Q3093992,Gabriel Viardot,male
Pierre Schapira,Q2093876,Pierre Schapira,male
J.Y. Cousteau,,,unknown
Ghislaine Toutain,Q3104903,Ghislaine Toutain,female
Arlette Scelo,,,unknown
Francois Ferrus,Q33102274,François Ferrus,male
Jean-Pierre Nicol,Q121083795,Jean-Pierre Nicol,male
Daniel Vaillant,Q1905371,Daniel Vaillant,male
Annick Bouchara,,,unknown
Roger Seri,,,unknown
Louis Hancart Suppleant,,,unknown
G. Ruffel,,,unknown
Christian Charlet,,,unknown
Daniel Haumont,,,unknown
Jean-Jacques Baron,Q77731816,Jean-Jacques Baron,male
Michel Lamarre,Q63766779,Michel Lamarre,male
Nelly Foissac,,,unknown
Jacques Briat,Q3158400,Jacques Briat,male
Maxime Loire,,,unknown
Jean Garcin,Q3172218,Jean Garcin,male
Pierre Gaborit,Q33181529,Pierre Gaborit,male
Jean-Pierre Abelin,Q630747,Jean-Pierre Abelin,male
Jean Alemani,,,unknown
Serge Franchis,Q3479305,Serge Franchis,male
Angelo Alterio,,,unknown
Gerard Orillard,,,unknown
Bernard Vergnaud,,,unknown
Marie-Francoise Gerard,,,unknown
Michel Vallade,Q62078275,Michel Vallade,male
Louis Don Marino,,,unknown
Leon Duval,Q116432251,Léon Duval,male
Raymond Lamontagne,Q3420973,Raymond Lamontagne,male
Elie Hoarau,Q274652,Élie Hoarau,male
Alexandre Leontieff,Q2662888,Alexandre Léontieff,male
Arthur Chung,Q381201,Arthur Chung,male
Francois Burck,Q27707396,François Burck,male
Henri Desmonceaux,,,unknown
Rene Dosiere,Q3426115,René Dosière,male
